plataforma,fecha,campaña,impresiones,clics,costo
Google Ads,2022-02-07,CAMPAIGN954777,15053,2211,88.67800000000001
Google Ads,2022-02-08,CAMPAIGN954777,9006,1806,49.302000000000014
Google Ads,2022-02-09,CAMPAIGN954777,973,119,6.556000000000001
Google Ads,2022-02-10,CAMPAIGN954777,492,76,3.3620000000000005
Google Ads,2022-02-11,CAMPAIGN954777,426,55,2.134
Google Ads,2022-02-12,CAMPAIGN954777,304,47,1.788
Google Ads,2022-02-13,CAMPAIGN954777,207,38,1.4000000000000001
Google Ads,2022-02-14,CAMPAIGN954777,193,40,1.4800000000000002
Google Ads,2022-02-15,CAMPAIGN954777,49,11,0.096
Google Ads,2022-02-16,CAMPAIGN954777,36,6,0.288
Google Ads,2022-02-17,CAMPAIGN954777,21,5,0.066
Google Ads,2022-02-18,CAMPAIGN954887,5280,1015,38.902
Google Ads,2022-02-19,CAMPAIGN954887,3207,607,25.314
Google Ads,2022-02-20,CAMPAIGN954887,1431,265,7.7
Google Ads,2022-02-21,CAMPAIGN954887,986,178,4.344
Google Ads,2022-02-22,CAMPAIGN954887,779,152,4.91
Google Ads,2022-02-23,CAMPAIGN954887,590,120,3.8840000000000003
Google Ads,2022-02-24,CAMPAIGN954887,486,113,4.308
Google Ads,2022-02-25,CAMPAIGN954887,246,51,1.4060000000000001
Google Ads,2022-02-26,CAMPAIGN954887,219,35,1.074
Google Ads,2022-02-27,CAMPAIGN954887,102,17,0.5980000000000001
Google Ads,2022-02-28,CAMPAIGN955018,2205,444,27.420000000000005
Google Ads,2022-03-01,CAMPAIGN955018,1932,414,28.764
Google Ads,2022-03-02,CAMPAIGN955018,848,179,6.7780000000000005
Google Ads,2022-03-03,CAMPAIGN955018,788,134,7.966
Google Ads,2022-03-04,CAMPAIGN955018,491,91,4.774
Google Ads,2022-03-05,CAMPAIGN955018,227,37,2.1200000000000006
Google Ads,2022-03-06,CAMPAIGN955018,212,46,1.7640000000000002
Google Ads,2022-03-07,CAMPAIGN955018,205,31,2.108
Google Ads,2022-03-08,CAMPAIGN955018,148,42,1.786
Google Ads,2022-03-09,CAMPAIGN955018,130,19,1.5919999999999999
Google Ads,2022-03-10,CAMPAIGN954941,3589,582,24.84
Google Ads,2022-03-11,CAMPAIGN954941,2442,400,19.266000000000002
Google Ads,2022-03-12,CAMPAIGN955115,970,68,8.192
Google Ads,2022-03-13,CAMPAIGN954941,956,184,5.3660000000000005
Google Ads,2022-03-14,CAMPAIGN954941,390,74,3.132
Google Ads,2022-03-15,CAMPAIGN954941,349,55,2.6460000000000004
Google Ads,2022-03-16,CAMPAIGN954941,263,28,0.9960000000000001
Google Ads,2022-03-17,CAMPAIGN954941,256,55,2.0140000000000002
Google Ads,2022-03-18,CAMPAIGN954941,256,46,1.768
Google Ads,2022-03-19,CAMPAIGN954941,98,12,0.352
Google Ads,2022-03-20,CAMPAIGN955019,2174,339,12.794
Google Ads,2022-03-21,CAMPAIGN955019,965,157,4.7
Google Ads,2022-03-22,CAMPAIGN955019,125,8,0.39
Google Ads,2022-03-23,CAMPAIGN955019,68,6,0.21799999999999997
Google Ads,2022-03-24,CAMPAIGN955019,37,6,0.25
Google Ads,2022-03-25,CAMPAIGN955019,18,2,0.10400000000000001
Google Ads,2022-03-26,CAMPAIGN955019,16,4,0.11599999999999999
Google Ads,2022-03-27,CAMPAIGN955019,13,1,0.094
Google Ads,2022-03-28,CAMPAIGN955019,2,1,0.046000000000000006
Google Ads,2022-03-29,CAMPAIGN955019,2,0,0.0
Google Ads,2022-03-30,CAMPAIGN955019,1,0,0.0
Google Ads,2022-03-31,CAMPAIGN955103,1103,184,2.7479999999999998
Google Ads,2022-04-01,CAMPAIGN955103,745,146,3.418
Google Ads,2022-04-02,CAMPAIGN955103,297,61,1.298
Google Ads,2022-04-03,CAMPAIGN955103,45,9,0.27199999999999996
Google Ads,2022-04-04,CAMPAIGN955103,45,6,0.09800000000000002
Google Ads,2022-04-05,CAMPAIGN955103,27,3,0.066
Google Ads,2022-04-06,CAMPAIGN955103,11,0,0.0
Google Ads,2022-04-07,CAMPAIGN955103,9,0,0.0
Google Ads,2022-04-08,CAMPAIGN955103,1,0,0.0
Google Ads,2022-04-09,CAMPAIGN955044,1789,358,7.1259999999999994
Google Ads,2022-04-10,CAMPAIGN955044,985,237,5.542000000000001
Google Ads,2022-04-11,CAMPAIGN955044,135,25,0.868
Google Ads,2022-04-12,CAMPAIGN955044,48,9,0.30800000000000005
Google Ads,2022-04-13,CAMPAIGN955044,36,6,0.21600000000000003
Google Ads,2022-04-14,CAMPAIGN955044,18,5,0.22800000000000004
Google Ads,2022-04-15,CAMPAIGN955044,4,1,0.004
Google Ads,2022-04-16,CAMPAIGN955081,1337,277,8.054
Google Ads,2022-04-17,CAMPAIGN955081,389,48,2.5880000000000005
Google Ads,2022-04-18,CAMPAIGN955081,360,66,4.136
Google Ads,2022-04-19,CAMPAIGN955081,358,76,3.5600000000000005
Google Ads,2022-04-20,CAMPAIGN955081,294,57,2.9640000000000004
Google Ads,2022-04-21,CAMPAIGN955081,279,52,2.6340000000000003
Google Ads,2022-04-22,CAMPAIGN955081,237,52,2.6300000000000003
Google Ads,2022-04-23,CAMPAIGN955081,212,25,1.4340000000000002
Google Ads,2022-04-24,CAMPAIGN955081,43,14,0.7200000000000001
Google Ads,2022-04-25,CAMPAIGN955081,2,0,0.0
Google Ads,2022-04-26,CAMPAIGN955074,1414,265,18.862000000000002
Google Ads,2022-04-27,CAMPAIGN955074,874,165,8.828000000000001
Google Ads,2022-04-28,CAMPAIGN955074,595,124,3.48
Google Ads,2022-04-29,CAMPAIGN955074,487,72,3.372
Google Ads,2022-04-30,CAMPAIGN955074,144,40,1.8560000000000003
Google Ads,2022-05-01,CAMPAIGN955074,132,31,1.774
Google Ads,2022-05-02,CAMPAIGN955074,121,33,1.62
Google Ads,2022-05-03,CAMPAIGN955074,107,21,1.3860000000000001
Google Ads,2022-05-04,CAMPAIGN955074,56,15,0.498
Google Ads,2022-05-05,CAMPAIGN955074,3,0,0.0
Google Ads,2022-05-06,CAMPAIGN954908,4412,660,25.532000000000004
Google Ads,2022-05-07,CAMPAIGN954908,3419,590,24.864
Google Ads,2022-05-08,CAMPAIGN954908,320,55,2.8200000000000003
Google Ads,2022-05-09,CAMPAIGN954908,145,14,0.684
Google Ads,2022-05-10,CAMPAIGN954908,133,15,0.594
Google Ads,2022-05-11,CAMPAIGN954908,58,12,0.3980000000000001
Google Ads,2022-05-12,CAMPAIGN954908,22,5,0.06000000000000001
Google Ads,2022-05-13,CAMPAIGN954908,8,2,0.074
Google Ads,2022-05-14,CAMPAIGN955062,1548,288,12.698
Google Ads,2022-05-15,CAMPAIGN955062,966,212,10.24
Google Ads,2022-05-16,CAMPAIGN955062,49,4,0.21400000000000002
Google Ads,2022-05-17,CAMPAIGN955062,45,9,0.45
Google Ads,2022-05-18,CAMPAIGN955062,11,2,0.11599999999999999
Google Ads,2022-05-19,CAMPAIGN955062,9,2,0.16000000000000003
Google Ads,2022-05-20,CAMPAIGN955062,7,0,0.0
Google Ads,2022-05-21,CAMPAIGN955062,4,0,0.0
Google Ads,2022-05-22,CAMPAIGN955062,2,0,0.0
Google Ads,2022-05-23,CAMPAIGN955062,2,0,0.0
Google Ads,2022-05-24,CAMPAIGN955062,1,0,0.0
Google Ads,2022-05-25,CAMPAIGN954927,3814,611,23.756
Google Ads,2022-05-26,CAMPAIGN954927,1428,265,11.044
Google Ads,2022-05-27,CAMPAIGN954927,838,205,6.128
Google Ads,2022-05-28,CAMPAIGN954927,142,16,0.9220000000000002
Google Ads,2022-05-29,CAMPAIGN954927,126,34,1.6820000000000002
Google Ads,2022-05-30,CAMPAIGN954927,93,13,0.6040000000000001
Google Ads,2022-05-31,CAMPAIGN954927,91,10,0.96
Google Ads,2022-06-01,CAMPAIGN954927,58,5,0.35200000000000004
Google Ads,2022-06-02,CAMPAIGN954927,28,8,0.11000000000000001
Google Ads,2022-06-03,CAMPAIGN954927,28,2,0.05
Google Ads,2022-06-04,CAMPAIGN954927,21,6,0.10600000000000001
Google Ads,2022-06-05,CAMPAIGN954927,3,0,0.0
Google Ads,2022-06-06,CAMPAIGN954930,3761,622,30.524
Google Ads,2022-06-07,CAMPAIGN954930,1473,260,15.626
Google Ads,2022-06-08,CAMPAIGN954930,245,30,1.184
Google Ads,2022-06-09,CAMPAIGN954930,92,8,0.4
Google Ads,2022-06-10,CAMPAIGN954930,88,6,0.392
Google Ads,2022-06-11,CAMPAIGN954930,57,6,0.21200000000000002
Google Ads,2022-06-12,CAMPAIGN954930,27,3,0.266
Google Ads,2022-06-13,CAMPAIGN954930,25,3,0.16200000000000003
Google Ads,2022-06-14,CAMPAIGN954930,10,2,0.024
Google Ads,2022-06-15,CAMPAIGN954930,9,1,0.126
Google Ads,2022-06-16,CAMPAIGN954930,6,0,0.0
Google Ads,2022-06-17,CAMPAIGN954930,4,1,0.002
Google Ads,2022-06-18,CAMPAIGN955092,1247,220,19.456000000000003
Google Ads,2022-06-19,CAMPAIGN955092,839,156,12.554000000000002
Google Ads,2022-06-20,CAMPAIGN955092,382,64,2.5920000000000005
Google Ads,2022-06-21,CAMPAIGN955092,371,65,3.7160000000000006
Google Ads,2022-06-22,CAMPAIGN955092,246,40,1.9620000000000002
Google Ads,2022-06-23,CAMPAIGN955092,77,18,1.154
Google Ads,2022-06-24,CAMPAIGN955092,24,2,0.11599999999999999
Google Ads,2022-06-25,CAMPAIGN955092,14,1,0.09200000000000001
Google Ads,2022-06-26,CAMPAIGN955092,6,3,0.198
Google Ads,2022-06-27,CAMPAIGN955076,1394,341,16.634
Google Ads,2022-06-28,CAMPAIGN955076,1136,240,11.969999999999999
Google Ads,2022-06-29,CAMPAIGN955076,491,133,4.476000000000001
Google Ads,2022-06-30,CAMPAIGN955076,415,121,3.122
Google Ads,2022-07-01,CAMPAIGN955076,234,60,2.186
Google Ads,2022-07-02,CAMPAIGN955076,186,48,1.322
Google Ads,2022-07-03,CAMPAIGN955076,126,26,0.934
Google Ads,2022-07-04,CAMPAIGN955076,102,20,0.622
Google Ads,2022-07-05,CAMPAIGN955076,39,3,0.11600000000000002
Google Ads,2022-07-06,CAMPAIGN955128,821,127,11.56
Google Ads,2022-07-07,CAMPAIGN955128,683,114,11.746000000000002
Google Ads,2022-07-08,CAMPAIGN955128,414,55,3.258
Google Ads,2022-07-09,CAMPAIGN955128,355,98,4.144000000000001
Google Ads,2022-07-10,CAMPAIGN955128,129,24,1.34
Google Ads,2022-07-11,CAMPAIGN955128,101,21,1.5440000000000003
Google Ads,2022-07-12,CAMPAIGN955128,65,14,1.4420000000000002
Google Ads,2022-07-13,CAMPAIGN955128,41,8,0.4220000000000001
Google Ads,2022-07-14,CAMPAIGN955128,32,1,0.08600000000000001
Google Ads,2022-07-15,CAMPAIGN954969,2965,483,29.903999999999996
Google Ads,2022-07-16,CAMPAIGN954969,1933,393,25.118
Google Ads,2022-07-17,CAMPAIGN954969,950,166,5.742
Google Ads,2022-07-18,CAMPAIGN954969,679,99,4.9239999999999995
Google Ads,2022-07-19,CAMPAIGN954969,576,99,4.95
Google Ads,2022-07-20,CAMPAIGN954969,493,81,4.2700000000000005
Google Ads,2022-07-21,CAMPAIGN954969,328,53,2.434
Google Ads,2022-07-22,CAMPAIGN954969,227,39,1.374
Google Ads,2022-07-23,CAMPAIGN954969,46,7,0.494
Google Ads,2022-07-24,CAMPAIGN955096,1197,278,15.782
Google Ads,2022-07-25,CAMPAIGN955096,847,177,10.418
Google Ads,2022-07-26,CAMPAIGN955096,548,126,4.208
Google Ads,2022-07-27,CAMPAIGN955096,308,65,3.5180000000000002
Google Ads,2022-07-28,CAMPAIGN955096,287,65,2.902
Google Ads,2022-07-29,CAMPAIGN955096,96,20,1.1620000000000001
Google Ads,2022-07-30,CAMPAIGN955096,82,13,0.764
Google Ads,2022-07-31,CAMPAIGN955096,63,15,0.7480000000000001
Google Ads,2022-08-01,CAMPAIGN955096,33,3,0.22199999999999998
Google Ads,2022-08-02,CAMPAIGN954882,5668,794,57.164
Google Ads,2022-08-03,CAMPAIGN954882,4433,422,29.108000000000004
Google Ads,2022-08-04,CAMPAIGN954882,309,49,4.096
Google Ads,2022-08-05,CAMPAIGN954882,205,36,2.436
Google Ads,2022-08-06,CAMPAIGN954882,159,34,2.5980000000000003
Google Ads,2022-08-07,CAMPAIGN954882,57,11,0.6640000000000001
Google Ads,2022-08-08,CAMPAIGN954886,5409,476,22.03
Google Ads,2022-08-09,CAMPAIGN954886,4287,324,13.782
Google Ads,2022-08-10,CAMPAIGN954886,20,3,0.458
Google Ads,2022-08-11,CAMPAIGN954886,5,0,0.0
Google Ads,2022-08-12,CAMPAIGN955001,2474,446,26.762
Google Ads,2022-08-13,CAMPAIGN955001,1864,232,15.422
Google Ads,2022-08-14,CAMPAIGN955001,422,87,4.414000000000001
Google Ads,2022-08-15,CAMPAIGN955001,10,2,0.33
Google Ads,2022-08-16,CAMPAIGN955001,3,1,0.06999999999999999
Google Ads,2022-08-17,CAMPAIGN955003,2448,351,29.526
Google Ads,2022-08-18,CAMPAIGN955003,1871,182,15.764
Google Ads,2022-08-19,CAMPAIGN955003,145,19,1.3780000000000001
Google Ads,2022-08-20,CAMPAIGN955003,73,7,0.462
Google Ads,2022-08-21,CAMPAIGN955088,1302,179,12.591999999999999
Google Ads,2022-08-22,CAMPAIGN955088,611,44,3.326
Google Ads,2022-08-23,CAMPAIGN955088,56,10,0.902
Google Ads,2022-08-24,CAMPAIGN955088,48,5,0.418
Google Ads,2022-08-25,CAMPAIGN955088,10,1,0.2
Google Ads,2022-08-26,CAMPAIGN954935,3700,365,29.912000000000003
Google Ads,2022-08-27,CAMPAIGN954935,3676,476,35.96800000000001
Google Ads,2022-08-28,CAMPAIGN954935,121,18,1.1199999999999999
Google Ads,2022-08-29,CAMPAIGN954935,97,9,2.7300000000000004
Google Ads,2022-08-30,CAMPAIGN954935,9,0,0.0
Google Ads,2022-08-31,CAMPAIGN955002,2450,350,16.364
Google Ads,2022-09-01,CAMPAIGN955002,1245,116,5.106000000000001
Google Ads,2022-09-02,CAMPAIGN955002,235,47,1.848
Google Ads,2022-09-03,CAMPAIGN955002,66,13,0.794
Google Ads,2022-09-04,CAMPAIGN955002,4,0,0.0
Google Ads,2022-09-05,CAMPAIGN955002,1,0,0.0
Google Ads,2022-09-06,CAMPAIGN955034,1904,288,17.496
Google Ads,2022-09-07,CAMPAIGN955034,1521,148,6.908
Google Ads,2022-09-08,CAMPAIGN955034,266,21,0.7040000000000001
Google Ads,2022-09-09,CAMPAIGN955034,90,23,1.266
Google Ads,2022-09-10,CAMPAIGN955034,37,5,0.35800000000000004
Google Ads,2022-09-11,CAMPAIGN955034,35,5,0.128
Google Ads,2022-09-12,CAMPAIGN955034,16,4,0.306
Google Ads,2022-09-13,CAMPAIGN955034,2,0,0.0
Google Ads,2022-09-14,CAMPAIGN954830,9218,1425,70.602
Google Ads,2022-09-15,CAMPAIGN954830,7189,822,42.158
Google Ads,2022-09-16,CAMPAIGN954830,678,107,7.9
Google Ads,2022-09-17,CAMPAIGN954830,293,33,1.7640000000000002
Google Ads,2022-09-18,CAMPAIGN954830,187,24,1.238
Google Ads,2022-09-19,CAMPAIGN954830,77,6,0.5260000000000001
Google Ads,2022-09-20,CAMPAIGN954951,3410,433,21.002
Google Ads,2022-09-21,CAMPAIGN954951,3079,294,14.496000000000002
Google Ads,2022-09-22,CAMPAIGN954951,126,18,0.762
Google Ads,2022-09-23,CAMPAIGN954951,3,0,0.0
Google Ads,2022-09-24,CAMPAIGN954953,3384,471,38.596000000000004
Google Ads,2022-09-25,CAMPAIGN954953,1970,184,16.092000000000002
Google Ads,2022-09-26,CAMPAIGN954953,129,15,0.9660000000000001
Google Ads,2022-09-27,CAMPAIGN954953,112,17,1.572
Google Ads,2022-09-28,CAMPAIGN954953,105,15,1.244
Google Ads,2022-09-29,CAMPAIGN954953,103,17,1.692
Google Ads,2022-09-30,CAMPAIGN954944,3541,614,39.048
Google Ads,2022-10-01,CAMPAIGN954944,2248,442,31.614
Google Ads,2022-10-02,CAMPAIGN954944,1900,431,30.172000000000004
Google Ads,2022-10-03,CAMPAIGN954944,185,23,2.0080000000000005
Google Ads,2022-10-04,CAMPAIGN954944,7,3,0.18400000000000002
Google Ads,2022-10-05,CAMPAIGN954843,7842,1349,72.4
Google Ads,2022-10-06,CAMPAIGN954843,3810,715,37.05200000000001
Google Ads,2022-10-07,CAMPAIGN954843,3645,890,47.764
Google Ads,2022-10-08,CAMPAIGN954843,3098,852,23.554000000000002
Google Ads,2022-10-09,CAMPAIGN954843,2720,262,13.496000000000002
Google Ads,2022-10-10,CAMPAIGN954843,1283,180,8.9
Google Ads,2022-10-11,CAMPAIGN954843,1112,82,4.312
Google Ads,2022-10-12,CAMPAIGN954843,152,14,0.746
Google Ads,2022-10-13,CAMPAIGN954843,1,1,0.052000000000000005
Google Ads,2022-10-14,CAMPAIGN954847,7569,960,92.644
Google Ads,2022-10-15,CAMPAIGN954847,1234,190,19.490000000000002
Google Ads,2022-10-16,CAMPAIGN954847,844,159,13.984000000000002
Google Ads,2022-10-17,CAMPAIGN954847,478,50,4.5920000000000005
Google Ads,2022-10-18,CAMPAIGN954847,29,6,0.512
Google Ads,2022-10-19,CAMPAIGN954845,7734,1314,81.22000000000001
Google Ads,2022-10-20,CAMPAIGN954845,5528,1601,52.632
Google Ads,2022-10-21,CAMPAIGN954845,3474,280,20.814000000000004
Google Ads,2022-10-22,CAMPAIGN954845,1491,151,10.922
Google Ads,2022-10-23,CAMPAIGN954845,690,71,4.25
Google Ads,2022-10-24,CAMPAIGN954845,670,89,5.676
Google Ads,2022-10-25,CAMPAIGN954845,90,5,0.42400000000000004
Google Ads,2022-10-26,CAMPAIGN954845,44,8,0.568
Google Ads,2022-10-27,CAMPAIGN954845,1,0,0.0
Google Ads,2022-10-28,CAMPAIGN954836,8316,911,79.758
Google Ads,2022-10-29,CAMPAIGN954836,1038,166,13.668000000000001
Google Ads,2022-10-30,CAMPAIGN954836,900,103,10.034
Google Ads,2022-10-31,CAMPAIGN954836,148,20,1.5920000000000003
Google Ads,2022-11-01,CAMPAIGN954836,60,6,0.5660000000000001
Google Ads,2022-11-02,CAMPAIGN954706,58274,6306,414.72
Google Ads,2022-11-03,CAMPAIGN954706,6543,658,47.836000000000006
Google Ads,2022-11-04,CAMPAIGN954706,5231,836,51.843999999999994
Google Ads,2022-11-05,CAMPAIGN954706,1008,104,7.3500000000000005
Google Ads,2022-11-06,CAMPAIGN954706,249,58,3.4560000000000004
Google Ads,2022-11-07,CAMPAIGN954819,9864,845,54.132000000000005
Google Ads,2022-11-08,CAMPAIGN954819,2615,148,13.422
Google Ads,2022-11-09,CAMPAIGN954819,1690,159,11.578
Google Ads,2022-11-10,CAMPAIGN954819,228,9,0.6480000000000001
Google Ads,2022-11-11,CAMPAIGN954819,133,20,1.184
Google Ads,2022-11-12,CAMPAIGN954860,6623,1076,75.58
Google Ads,2022-11-13,CAMPAIGN954860,5369,392,28.322000000000003
Google Ads,2022-11-14,CAMPAIGN954860,4631,1295,52.342
Google Ads,2022-11-15,CAMPAIGN954860,2150,275,18.706
Google Ads,2022-11-16,CAMPAIGN954860,1619,141,9.828000000000001
Google Ads,2022-11-17,CAMPAIGN954860,608,83,5.609999999999999
Google Ads,2022-11-18,CAMPAIGN954860,322,23,1.6280000000000001
Google Ads,2022-11-19,CAMPAIGN954860,120,11,0.794
Google Ads,2022-11-20,CAMPAIGN954977,2831,583,44.532000000000004
Google Ads,2022-11-21,CAMPAIGN954977,2473,200,16.482
Google Ads,2022-11-22,CAMPAIGN954977,2295,537,33.312000000000005
Google Ads,2022-11-23,CAMPAIGN954977,934,116,8.936
Google Ads,2022-11-24,CAMPAIGN954977,626,85,7.390000000000001
Google Ads,2022-11-25,CAMPAIGN954977,265,36,2.8240000000000003
Google Ads,2022-11-26,CAMPAIGN954977,149,12,1.074
Google Ads,2022-11-27,CAMPAIGN954977,63,10,0.8180000000000001
Google Ads,2022-11-28,CAMPAIGN954869,6120,1040,50.248000000000005
Google Ads,2022-11-29,CAMPAIGN954869,2995,569,26.828
Google Ads,2022-11-30,CAMPAIGN954869,1227,225,11.738
Google Ads,2022-12-01,CAMPAIGN954869,53,6,0.394
Google Ads,2022-12-02,CAMPAIGN954869,1,1,0.05600000000000001
Google Ads,2022-12-03,CAMPAIGN954958,3233,312,31.908
Google Ads,2022-12-04,CAMPAIGN954958,885,144,16.022000000000002
Google Ads,2022-12-05,CAMPAIGN954958,714,110,12.798000000000002
Google Ads,2022-12-06,CAMPAIGN954958,360,46,5.18
Google Ads,2022-12-07,CAMPAIGN954958,321,44,5.298000000000001
Google Ads,2022-12-08,CAMPAIGN954958,302,42,4.684
Google Ads,2022-12-09,CAMPAIGN954958,292,35,4.142
Google Ads,2022-12-10,CAMPAIGN954958,144,15,1.74
Google Ads,2022-12-11,CAMPAIGN954958,112,26,2.3280000000000003
Google Ads,2022-12-12,CAMPAIGN954958,78,15,1.7100000000000002
Google Ads,2022-12-13,CAMPAIGN954958,57,16,1.028
Google Ads,2022-12-14,CAMPAIGN954958,17,5,0.194
Google Ads,2022-12-15,CAMPAIGN954958,14,2,0.268
Google Ads,2022-12-16,CAMPAIGN954958,10,1,0.094
Google Ads,2022-12-17,CAMPAIGN954958,5,2,0.43600000000000005
Google Ads,2022-12-18,CAMPAIGN954958,3,2,0.242
Google Ads,2022-12-19,CAMPAIGN954958,2,1,0.11200000000000002
Google Ads,2022-12-20,CAMPAIGN954958,2,0,0.0
Google Ads,2022-12-21,CAMPAIGN954948,3432,408,48.958
Google Ads,2022-12-22,CAMPAIGN954948,966,153,17.468
Google Ads,2022-12-23,CAMPAIGN954948,834,153,18.25
Google Ads,2022-12-24,CAMPAIGN954948,804,103,11.944
Google Ads,2022-12-25,CAMPAIGN954948,436,59,6.944
Google Ads,2022-12-26,CAMPAIGN954948,309,42,4.930000000000001
Google Ads,2022-12-27,CAMPAIGN954948,212,40,4.168
Google Ads,2022-12-28,CAMPAIGN954948,208,31,3.386
Google Ads,2022-12-29,CAMPAIGN954948,153,18,2.25
Google Ads,2022-12-30,CAMPAIGN954948,93,13,1.524
Google Ads,2022-12-31,CAMPAIGN954948,46,10,0.8820000000000001
Google Ads,2022-01-01,CAMPAIGN954948,32,1,0.05
Google Ads,2022-01-02,CAMPAIGN954948,26,3,0.094
Google Ads,2022-01-03,CAMPAIGN954948,19,6,0.7000000000000001
Google Ads,2022-01-04,CAMPAIGN954948,13,1,0.192
Google Ads,2022-01-05,CAMPAIGN954948,6,1,0.11399999999999999
Google Ads,2022-01-06,CAMPAIGN954948,2,1,0.024
Google Ads,2022-01-07,CAMPAIGN954948,1,0,0.0
Google Ads,2022-01-08,CAMPAIGN954822,9804,1653,108.26200000000001
Google Ads,2022-01-09,CAMPAIGN954822,1422,204,14.162
Google Ads,2022-01-10,CAMPAIGN954822,519,70,4.7780000000000005
Google Ads,2022-01-11,CAMPAIGN954822,251,46,2.662
Google Ads,2022-01-12,CAMPAIGN954822,153,24,1.83
Google Ads,2022-01-13,CAMPAIGN954822,107,8,0.5980000000000001
Google Ads,2022-01-14,CAMPAIGN954822,104,14,0.8260000000000002
Google Ads,2022-01-15,CAMPAIGN954822,90,20,1.37
Google Ads,2022-01-16,CAMPAIGN954822,57,5,0.30200000000000005
Google Ads,2022-01-17,CAMPAIGN954822,20,9,0.32800000000000007
Google Ads,2022-01-18,CAMPAIGN954822,17,4,0.262
Google Ads,2022-01-19,CAMPAIGN954822,6,1,0.068
Google Ads,2022-01-20,CAMPAIGN954792,12691,1802,152.778
Google Ads,2022-01-21,CAMPAIGN954792,2209,362,30.474000000000004
Google Ads,2022-01-22,CAMPAIGN954792,1240,261,20.400000000000006
Google Ads,2022-01-23,CAMPAIGN954792,629,76,6.795999999999999
Google Ads,2022-01-24,CAMPAIGN954792,59,17,1.3360000000000003
Google Ads,2022-01-25,CAMPAIGN954748,20863,1727,151.674
Google Ads,2022-01-26,CAMPAIGN954748,5557,734,56.48
Google Ads,2022-01-27,CAMPAIGN954748,2366,295,24.038
Google Ads,2022-01-28,CAMPAIGN954748,2007,211,16.832
Google Ads,2022-01-29,CAMPAIGN954748,1863,235,21.12
Google Ads,2022-01-30,CAMPAIGN954748,1623,203,14.356000000000002
Google Ads,2022-01-31,CAMPAIGN954748,1209,134,11.056000000000001
Google Ads,2022-02-01,CAMPAIGN954748,801,88,6.672000000000001
Google Ads,2022-02-02,CAMPAIGN954748,629,88,5.652000000000001
Google Ads,2022-02-03,CAMPAIGN954748,618,65,5.196000000000001
Google Ads,2022-02-04,CAMPAIGN954748,306,54,2.2660000000000005
Google Ads,2022-02-05,CAMPAIGN954748,169,27,2.156
Google Ads,2022-02-06,CAMPAIGN954748,141,13,1.03
Google Ads,2022-02-07,CAMPAIGN954748,102,31,1.1580000000000001
Google Ads,2022-02-08,CAMPAIGN954748,94,11,0.9
Google Ads,2022-02-09,CAMPAIGN954748,11,2,0.13599999999999998
Google Ads,2022-02-10,CAMPAIGN954748,8,1,0.082
Google Ads,2022-02-11,CAMPAIGN954902,4530,647,45.136
Google Ads,2022-02-12,CAMPAIGN954902,1090,142,11.549999999999999
Google Ads,2022-02-13,CAMPAIGN954902,616,124,8.406
Google Ads,2022-02-14,CAMPAIGN954902,425,40,4.446000000000001
Google Ads,2022-02-15,CAMPAIGN954902,408,57,5.202
Google Ads,2022-02-16,CAMPAIGN954902,401,49,4.264
Google Ads,2022-02-17,CAMPAIGN954902,334,38,2.946
Google Ads,2022-02-18,CAMPAIGN954902,273,61,3.862
Google Ads,2022-02-19,CAMPAIGN954902,184,24,2.3559999999999994
Google Ads,2022-02-20,CAMPAIGN954902,181,22,1.736
Google Ads,2022-02-21,CAMPAIGN954902,75,17,0.8119999999999999
Google Ads,2022-02-22,CAMPAIGN954902,54,9,0.8320000000000001
Google Ads,2022-02-23,CAMPAIGN954902,20,5,0.17
Google Ads,2022-02-24,CAMPAIGN954902,15,1,0.084
Google Ads,2022-02-25,CAMPAIGN954902,5,2,0.12999999999999998
Google Ads,2022-02-26,CAMPAIGN954902,5,1,0.122
Google Ads,2022-02-27,CAMPAIGN954902,1,0,0.0
Google Ads,2022-02-28,CAMPAIGN954805,11522,1916,129.0
Google Ads,2022-03-01,CAMPAIGN954805,9593,2757,105.16400000000002
Google Ads,2022-03-02,CAMPAIGN954805,4604,459,31.198000000000004
Google Ads,2022-03-03,CAMPAIGN954805,3590,446,27.028
Google Ads,2022-03-04,CAMPAIGN954805,3486,444,28.438000000000002
Google Ads,2022-03-05,CAMPAIGN954805,1334,65,4.441999999999999
Google Ads,2022-03-06,CAMPAIGN954805,1178,176,11.326
Google Ads,2022-03-07,CAMPAIGN954805,259,33,2.136
Google Ads,2022-03-08,CAMPAIGN954805,9,7,0.30400000000000005
Google Ads,2022-03-09,CAMPAIGN954813,10347,3125,62.123999999999995
Google Ads,2022-03-10,CAMPAIGN954813,5353,980,36.312000000000005
Google Ads,2022-03-11,CAMPAIGN954813,3967,442,16.578
Google Ads,2022-03-12,CAMPAIGN954813,630,94,3.228
Google Ads,2022-03-13,CAMPAIGN954813,570,109,4.482
Google Ads,2022-03-14,CAMPAIGN954813,159,13,0.42800000000000005
